move_id,move_symbol,move_layer,score,category,rationale,collection_slot_contents,collection_slot_capacity,board_tile_count,accessible_tile_count,board_tiles_by_symbol,id,symbol
board-tile-46,🥭,1,4.0,Inaccuracy,"No immediate match, risks filling slot without creating one.",['🍎'],7,69,8,"{'🍎': 5, '🍐': 8, '🍊': 8, '🍋': 7, '🍌': 5, '🍉': 8, '🍇': 3, '🍓': 7, '🍒': 5, '🍑': 2, '🥭': 6, '🍍': 5}",,
board-tile-22,🍓,4,6.0,Strategic,"Potential to set up future matches, though no immediate triple.",['🍎'],7,69,8,"{'🍎': 5, '🍐': 8, '🍊': 8, '🍋': 7, '🍌': 5, '🍉': 8, '🍇': 3, '🍓': 7, '🍒': 5, '🍑': 2, '🥭': 6, '🍍': 5}",,
board-tile-12,🍒,0,3.0,Mistake,"No immediate match, adds tile with no current use.",['🍎'],7,69,8,"{'🍎': 5, '🍐': 8, '🍊': 8, '🍋': 7, '🍌': 5, '🍉': 8, '🍇': 3, '🍓': 7, '🍒': 5, '🍑': 2, '🥭': 6, '🍍': 5}",,
board-tile-48,🍍,0,5.0,Good,"Matches with existing tile, freeing up a slot.",['🍎'],7,69,8,"{'🍎': 5, '🍐': 8, '🍊': 8, '🍋': 7, '🍌': 5, '🍉': 8, '🍇': 3, '🍓': 7, '🍒': 5, '🍑': 2, '🥭': 6, '🍍': 5}",,
board-tile-21,🍐,1,6.0,Strategic,"Potential to set up future matches, though no immediate triple.",['🍎'],7,69,8,"{'🍎': 5, '🍐': 8, '🍊': 8, '🍋': 7, '🍌': 5, '🍉': 8, '🍇': 3, '🍓': 7, '🍒': 5, '🍑': 2, '🥭': 6, '🍍': 5}",,
board-tile-9,🍐,1,6.0,Strategic,"Potential to set up future matches, though no immediate triple.",['🍎'],7,69,8,"{'🍎': 5, '🍐': 8, '🍊': 8, '🍋': 7, '🍌': 5, '🍉': 8, '🍇': 3, '🍓': 7, '🍒': 5, '🍑': 2, '🥭': 6, '🍍': 5}",,
board-tile-0,🥭,1,4.0,Inaccuracy,"No immediate match, risks filling slot without creating one.",['🍎'],7,69,8,"{'🍎': 5, '🍐': 8, '🍊': 8, '🍋': 7, '🍌': 5, '🍉': 8, '🍇': 3, '🍓': 7, '🍒': 5, '🍑': 2, '🥭': 6, '🍍': 5}",,
board-tile-34,🍉,0,7.0,Brilliant,"Completes a critical triple, freeing up 3 slots and preventing a loss.",['🍎'],7,69,8,"{'🍎': 5, '🍐': 8, '🍊': 8, '🍋': 7, '🍌': 5, '🍉': 8, '🍇': 3, '🍓': 7, '🍒': 5, '🍑': 2, '🥭': 6, '🍍': 5}",,
board-tile-65,🍓,2,3.0,Inaccuracy,Does not complete a match and adds an infrequent symbol.,"['🍉', '🍋', '🍉']",7,76,4,"{'🍎': 10, '🍐': 5, '🍊': 4, '🍋': 7, '🍌': 6, '🍉': 7, '🍇': 6, '🍓': 5, '🍒': 8, '🍑': 9, '🥭': 5, '🍍': 4}",,
board-tile-8,🍑,4,4.0,Strategic,"Completes a match with existing tiles, freeing up space.","['🍉', '🍋', '🍉']",7,76,4,"{'🍎': 10, '🍐': 5, '🍊': 4, '🍋': 7, '🍌': 6, '🍉': 7, '🍇': 6, '🍓': 5, '🍒': 8, '🍑': 9, '🥭': 5, '🍍': 4}",,
board-tile-45,🍐,2,2.5,Mistake,Does not contribute to immediate matches and is less frequent.,"['🍉', '🍋', '🍉']",7,76,4,"{'🍎': 10, '🍐': 5, '🍊': 4, '🍋': 7, '🍌': 6, '🍉': 7, '🍇': 6, '🍓': 5, '🍒': 8, '🍑': 9, '🥭': 5, '🍍': 4}",,
board-tile-25,🍉,4,8.5,Brilliant,"Completes a critical match, clears the collection slot, and prevents loss.","['🍉', '🍋', '🍉']",7,76,4,"{'🍎': 10, '🍐': 5, '🍊': 4, '🍋': 7, '🍌': 6, '🍉': 7, '🍇': 6, '🍓': 5, '🍒': 8, '🍑': 9, '🥭': 5, '🍍': 4}",,
board-tile-71,🍌,0,5.5,Inaccuracy,"Matches two same tiles but does not complete a triple, wasting a slot.","['🍎', '🍑', '🍍', '🍒', '🍍']",7,80,3,"{'🍎': 11, '🍐': 5, '🍊': 11, '🍋': 7, '🍌': 5, '🍉': 6, '🍇': 8, '🍓': 7, '🍒': 2, '🍑': 11, '🥭': 3, '🍍': 4}",,
board-tile-38,🍌,4,5.5,Inaccuracy,"Matches two same tiles but does not complete a triple, wasting a slot.","['🍎', '🍑', '🍍', '🍒', '🍍']",7,80,3,"{'🍎': 11, '🍐': 5, '🍊': 11, '🍋': 7, '🍌': 5, '🍉': 6, '🍇': 8, '🍓': 7, '🍒': 2, '🍑': 11, '🥭': 3, '🍍': 4}",,
board-tile-37,🍊,3,7.0,Strategic,"Completes a critical 🍊 match, freeing up slots and setting up future opportunities.","['🍎', '🍑', '🍍', '🍒', '🍍']",7,80,3,"{'🍎': 11, '🍐': 5, '🍊': 11, '🍋': 7, '🍌': 5, '🍉': 6, '🍇': 8, '🍓': 7, '🍒': 2, '🍑': 11, '🥭': 3, '🍍': 4}",,
board-tile-28,🍉,0,5.0,Inaccuracy,"Adds a tile with no immediate matches, potentially blocking future opportunities.","['🍍', '🍎', '🍑', '🍍', '🥭']",7,68,6,"{'🍎': 5, '🍐': 5, '🍊': 5, '🍋': 6, '🍌': 13, '🍉': 5, '🍇': 5, '🍓': 5, '🍒': 9, '🍑': 7, '🥭': 2, '🍍': 1}",,
board-tile-47,🍇,1,6.0,Strategic,"Opens a layer, possibly setting up future matches.","['🍍', '🍎', '🍑', '🍍', '🥭']",7,68,6,"{'🍎': 5, '🍐': 5, '🍊': 5, '🍋': 6, '🍌': 13, '🍉': 5, '🍇': 5, '🍓': 5, '🍒': 9, '🍑': 7, '🥭': 2, '🍍': 1}",,
board-tile-44,🍓,1,7.0,Good,Clears a layer and could contribute to a future match.,"['🍍', '🍎', '🍑', '🍍', '🥭']",7,68,6,"{'🍎': 5, '🍐': 5, '🍊': 5, '🍋': 6, '🍌': 13, '🍉': 5, '🍇': 5, '🍓': 5, '🍒': 9, '🍑': 7, '🥭': 2, '🍍': 1}",,
board-tile-61,🍌,2,8.0,Brilliant,Removes a tile that is part of a potential triple match.,"['🍍', '🍎', '🍑', '🍍', '🥭']",7,68,6,"{'🍎': 5, '🍐': 5, '🍊': 5, '🍋': 6, '🍌': 13, '🍉': 5, '🍇': 5, '🍓': 5, '🍒': 9, '🍑': 7, '🥭': 2, '🍍': 1}",,
board-tile-22,🍓,0,7.0,Strategic,Clears a tile that could be part of a future match.,"['🍍', '🍎', '🍑', '🍍', '🥭']",7,68,6,"{'🍎': 5, '🍐': 5, '🍊': 5, '🍋': 6, '🍌': 13, '🍉': 5, '🍇': 5, '🍓': 5, '🍒': 9, '🍑': 7, '🥭': 2, '🍍': 1}",,
board-tile-9,🍐,3,4.0,Inaccuracy,Adds a tile with no immediate matches and few nearby duplicates.,"['🍍', '🍎', '🍑', '🍍', '🥭']",7,68,6,"{'🍎': 5, '🍐': 5, '🍊': 5, '🍋': 6, '🍌': 13, '🍉': 5, '🍇': 5, '🍓': 5, '🍒': 9, '🍑': 7, '🥭': 2, '🍍': 1}",,
board-tile-18,🍌,4,5.5,Inaccuracy,Doesn't contribute to an immediate match and could block a better move.,[],7,76,5,"{'🍎': 8, '🍐': 5, '🍊': 6, '🍋': 5, '🍌': 4, '🍉': 8, '🍇': 11, '🍓': 11, '🍒': 6, '🍑': 5, '🥭': 1, '🍍': 6}",,
board-tile-4,🍊,2,6.0,Strategic,Aids in setting up potential future matches.,[],7,76,5,"{'🍎': 8, '🍐': 5, '🍊': 6, '🍋': 5, '🍌': 4, '🍉': 8, '🍇': 11, '🍓': 11, '🍒': 6, '🍑': 5, '🥭': 1, '🍍': 6}",,
board-tile-38,🍌,4,5.5,Inaccuracy,Doesn't contribute to an immediate match and could block a better move.,[],7,76,5,"{'🍎': 8, '🍐': 5, '🍊': 6, '🍋': 5, '🍌': 4, '🍉': 8, '🍇': 11, '🍓': 11, '🍒': 6, '🍑': 5, '🥭': 1, '🍍': 6}",,
board-tile-6,🍎,1,7.5,Good,Completes a critical match immediately.,[],7,76,5,"{'🍎': 8, '🍐': 5, '🍊': 6, '🍋': 5, '🍌': 4, '🍉': 8, '🍇': 11, '🍓': 11, '🍒': 6, '🍑': 5, '🥭': 1, '🍍': 6}",,
board-tile-32,🍇,4,6.5,Strategic,Helps in clearing a row and sets up future matches.,[],7,76,5,"{'🍎': 8, '🍐': 5, '🍊': 6, '🍋': 5, '🍌': 4, '🍉': 8, '🍇': 11, '🍓': 11, '🍒': 6, '🍑': 5, '🥭': 1, '🍍': 6}",,
board-tile-39,🍐,4,5.5,Inaccuracy,"No immediate match, wastes a slot.",[],7,50,5,"{'🍎': 4, '🍐': 4, '🍊': 6, '🍋': 2, '🍌': 5, '🍉': 5, '🍇': 4, '🍓': 5, '🍒': 2, '🍑': 5, '🥭': 4, '🍍': 4}",,
board-tile-42,🍎,0,8.0,Good,"Matches with two others, clears three tiles.",[],7,50,5,"{'🍎': 4, '🍐': 4, '🍊': 6, '🍋': 2, '🍌': 5, '🍉': 5, '🍇': 4, '🍓': 5, '🍒': 2, '🍑': 5, '🥭': 4, '🍍': 4}",,
board-tile-41,🍋,1,4.5,Mistake,"No match, could have been better placed.",[],7,50,5,"{'🍎': 4, '🍐': 4, '🍊': 6, '🍋': 2, '🍌': 5, '🍉': 5, '🍇': 4, '🍓': 5, '🍒': 2, '🍑': 5, '🥭': 4, '🍍': 4}",,
board-tile-11,🍓,0,7.5,Strategic,"Potential for future matches, unblocks other tiles.",[],7,50,5,"{'🍎': 4, '🍐': 4, '🍊': 6, '🍋': 2, '🍌': 5, '🍉': 5, '🍇': 4, '🍓': 5, '🍒': 2, '🍑': 5, '🥭': 4, '🍍': 4}",,
board-tile-12,🍎,2,6.5,Good,"Matches with two others, clears three tiles but less optimal than others.",[],7,50,5,"{'🍎': 4, '🍐': 4, '🍊': 6, '🍋': 2, '🍌': 5, '🍉': 5, '🍇': 4, '🍓': 5, '🍒': 2, '🍑': 5, '🥭': 4, '🍍': 4}",,
board-tile-22,🍑,3,4.0,Inaccuracy,"Introduces a tile with no immediate match, risking slot wastage.","['🍇', '🍌']",7,72,4,"{'🍎': 3, '🍐': 6, '🍊': 7, '🍋': 6, '🍌': 9, '🍉': 9, '🍇': 5, '🍓': 7, '🍒': 4, '🍑': 6, '🥭': 5, '🍍': 5}",,
board-tile-37,🍌,4,7.5,Good,"Completes a match, freeing up space and removing a tile.","['🍇', '🍌']",7,72,4,"{'🍎': 3, '🍐': 6, '🍊': 7, '🍋': 6, '🍌': 9, '🍉': 9, '🍇': 5, '🍓': 7, '🍒': 4, '🍑': 6, '🥭': 5, '🍍': 5}",,
board-tile-35,🍑,3,4.0,Inaccuracy,"Introduces another tile with no immediate match, risking slot wastage.","['🍇', '🍌']",7,72,4,"{'🍎': 3, '🍐': 6, '🍊': 7, '🍋': 6, '🍌': 9, '🍉': 9, '🍇': 5, '🍓': 7, '🍒': 4, '🍑': 6, '🥭': 5, '🍍': 5}",,
board-tile-12,🍓,4,6.5,Strategic,Sets up potential future matches and unblocks other tiles.,"['🍇', '🍌']",7,72,4,"{'🍎': 3, '🍐': 6, '🍊': 7, '🍋': 6, '🍌': 9, '🍉': 9, '🍇': 5, '🍓': 7, '🍒': 4, '🍑': 6, '🥭': 5, '🍍': 5}",,
board-tile-13,🍌,4,7.5,Strategic,Blocks future matches and doesn't contribute to immediate clearing.,['🍉'],7,38,5,"{'🍎': 1, '🍐': 3, '🍊': 1, '🍋': 1, '🍌': 4, '🍉': 2, '🍇': 3, '🍓': 3, '🍒': 4, '🍑': 4, '🥭': 6, '🍍': 6}",,
board-tile-2,🍓,2,8.5,Good,Potential for future matches and clears a tile.,['🍉'],7,38,5,"{'🍎': 1, '🍐': 3, '🍊': 1, '🍋': 1, '🍌': 4, '🍉': 2, '🍇': 3, '🍓': 3, '🍒': 4, '🍑': 4, '🥭': 6, '🍍': 6}",,
board-tile-4,🍍,2,9.0,Brilliant,Sets up a potential triple match and clears a tile.,['🍉'],7,38,5,"{'🍎': 1, '🍐': 3, '🍊': 1, '🍋': 1, '🍌': 4, '🍉': 2, '🍇': 3, '🍓': 3, '🍒': 4, '🍑': 4, '🥭': 6, '🍍': 6}",,
board-tile-16,🍐,4,8.0,Strategic,Potential for future matches and clears a tile.,['🍉'],7,38,5,"{'🍎': 1, '🍐': 3, '🍊': 1, '🍋': 1, '🍌': 4, '🍉': 2, '🍇': 3, '🍓': 3, '🍒': 4, '🍑': 4, '🥭': 6, '🍍': 6}",,
board-tile-18,🥭,1,7.0,Inaccuracy,Doesn't contribute to clearing or setting up future matches.,['🍉'],7,38,5,"{'🍎': 1, '🍐': 3, '🍊': 1, '🍋': 1, '🍌': 4, '🍉': 2, '🍇': 3, '🍓': 3, '🍒': 4, '🍑': 4, '🥭': 6, '🍍': 6}",,
board-tile-73,🍌,0,5.0,Inaccuracy,Matches a tile that is not part of any imminent triple.,"['🍌', '🍓', '🍐', '🥭']",7,76,5,"{'🍎': 3, '🍐': 5, '🍊': 6, '🍋': 4, '🍌': 3, '🍉': 9, '🍇': 9, '🍓': 8, '🍒': 10, '🍑': 6, '🥭': 2, '🍍': 11}",,
board-tile-51,🍍,2,6.0,Strategic,Potential for future matches; keeps the slot flexible.,"['🍌', '🍓', '🍐', '🥭']",7,76,5,"{'🍎': 3, '🍐': 5, '🍊': 6, '🍋': 4, '🍌': 3, '🍉': 9, '🍇': 9, '🍓': 8, '🍒': 10, '🍑': 6, '🥭': 2, '🍍': 11}",,
board-tile-53,🍓,1,7.0,Good,"Completes a triple, removing 3 tiles and freeing space.","['🍌', '🍓', '🍐', '🥭']",7,76,5,"{'🍎': 3, '🍐': 5, '🍊': 6, '🍋': 4, '🍌': 3, '🍉': 9, '🍇': 9, '🍓': 8, '🍒': 10, '🍑': 6, '🥭': 2, '🍍': 11}",,
board-tile-20,🍑,4,4.0,Mistake,No immediate match and does not open up strategic opportunities.,"['🍌', '🍓', '🍐', '🥭']",7,76,5,"{'🍎': 3, '🍐': 5, '🍊': 6, '🍋': 4, '🍌': 3, '🍉': 9, '🍇': 9, '🍓': 8, '🍒': 10, '🍑': 6, '🥭': 2, '🍍': 11}",,
board-tile-41,🍒,2,8.0,Brilliant,"Completes a critical triple, freeing up 3 slots and preventing a loss.","['🍌', '🍓', '🍐', '🥭']",7,76,5,"{'🍎': 3, '🍐': 5, '🍊': 6, '🍋': 4, '🍌': 3, '🍉': 9, '🍇': 9, '🍓': 8, '🍒': 10, '🍑': 6, '🥭': 2, '🍍': 11}",,
board-tile-67,🍋,4,3.0,Inaccuracy,"Adds 🍋, which doesn't create a match and is less common.","['🍎', '🍉', '🍓']",7,78,3,"{'🍎': 6, '🍐': 16, '🍊': 3, '🍋': 7, '🍌': 6, '🍉': 7, '🍇': 5, '🍓': 7, '🍒': 4, '🍑': 7, '🥭': 6, '🍍': 4}",,
board-tile-55,🍉,2,7.0,Good,"Completes a 🍉 match, freeing up slots and reducing risk.","['🍎', '🍉', '🍓']",7,78,3,"{'🍎': 6, '🍐': 16, '🍊': 3, '🍋': 7, '🍌': 6, '🍉': 7, '🍇': 5, '🍓': 7, '🍒': 4, '🍑': 7, '🥭': 6, '🍍': 4}",,
board-tile-32,🍐,0,5.0,Strategic,"Adds 🍐, setting up potential future matches.","['🍎', '🍉', '🍓']",7,78,3,"{'🍎': 6, '🍐': 16, '🍊': 3, '🍋': 7, '🍌': 6, '🍉': 7, '🍇': 5, '🍓': 7, '🍒': 4, '🍑': 7, '🥭': 6, '🍍': 4}",,
board-tile-9,🍊,4,3.5,Inaccuracy,Does not complete any match and is not immediately useful.,"['🥭', '🍑']",7,35,4,"{'🍎': 7, '🍐': 0, '🍊': 1, '🍋': 4, '🍌': 5, '🍉': 2, '🍇': 3, '🍓': 0, '🍒': 3, '🍑': 4, '🥭': 4, '🍍': 2}",,
board-tile-30,🍇,4,4.0,Strategic,Opens potential for future matches but does not complete one immediately.,"['🥭', '🍑']",7,35,4,"{'🍎': 7, '🍐': 0, '🍊': 1, '🍋': 4, '🍌': 5, '🍉': 2, '🍇': 3, '🍓': 0, '🍒': 3, '🍑': 4, '🥭': 4, '🍍': 2}",,
board-tile-7,🍇,4,4.0,Strategic,Opens potential for future matches but does not complete one immediately.,"['🥭', '🍑']",7,35,4,"{'🍎': 7, '🍐': 0, '🍊': 1, '🍋': 4, '🍌': 5, '🍉': 2, '🍇': 3, '🍓': 0, '🍒': 3, '🍑': 4, '🥭': 4, '🍍': 2}",,
board-tile-34,🍒,0,2.5,Inaccuracy,Does not contribute to immediate or future matches.,"['🥭', '🍑']",7,35,4,"{'🍎': 7, '🍐': 0, '🍊': 1, '🍋': 4, '🍌': 5, '🍉': 2, '🍇': 3, '🍓': 0, '🍒': 3, '🍑': 4, '🥭': 4, '🍍': 2}",,
board-tile-21,🍊,0,6.0,Inaccuracy,"Adds another 🍊, unlikely to form a match soon.","['🍍', '🍊', '🍓', '🍋', '🍓']",7,51,5,"{'🍎': 4, '🍐': 2, '🍊': 5, '🍋': 4, '🍌': 3, '🍉': 3, '🍇': 4, '🍓': 3, '🍒': 9, '🍑': 7, '🥭': 4, '🍍': 3}",,
board-tile-20,🍑,4,7.0,Strategic,"Blocks a 🍑, potentially useful for future matches.","['🍍', '🍊', '🍓', '🍋', '🍓']",7,51,5,"{'🍎': 4, '🍐': 2, '🍊': 5, '🍋': 4, '🍌': 3, '🍉': 3, '🍇': 4, '🍓': 3, '🍒': 9, '🍑': 7, '🥭': 4, '🍍': 3}",,
board-tile-34,🍋,0,8.0,Good,"Completes a 🍋 match, freeing 3 slots.","['🍍', '🍊', '🍓', '🍋', '🍓']",7,51,5,"{'🍎': 4, '🍐': 2, '🍊': 5, '🍋': 4, '🍌': 3, '🍉': 3, '🍇': 4, '🍓': 3, '🍒': 9, '🍑': 7, '🥭': 4, '🍍': 3}",,
board-tile-29,🍒,0,9.0,Brilliant,"Completes a 🍒 match, freeing 3 slots and unblocking others.","['🍍', '🍊', '🍓', '🍋', '🍓']",7,51,5,"{'🍎': 4, '🍐': 2, '🍊': 5, '🍋': 4, '🍌': 3, '🍉': 3, '🍇': 4, '🍓': 3, '🍒': 9, '🍑': 7, '🥭': 4, '🍍': 3}",,
board-tile-15,🍊,4,6.0,Inaccuracy,"Adds another 🍊, unlikely to form a match soon.","['🍍', '🍊', '🍓', '🍋', '🍓']",7,51,5,"{'🍎': 4, '🍐': 2, '🍊': 5, '🍋': 4, '🍌': 3, '🍉': 3, '🍇': 4, '🍓': 3, '🍒': 9, '🍑': 7, '🥭': 4, '🍍': 3}",,
board-tile-8,🍊,0,6.0,Strategic,"Matches 🍉, clearing a slot and potentially setting up future matches.","['🍒', '🍑', '🍉', '🍐', '🥭']",7,40,4,"{'🍎': 0, '🍐': 4, '🍊': 8, '🍋': 3, '🍌': 3, '🍉': 2, '🍇': 2, '🍓': 2, '🍒': 5, '🍑': 2, '🥭': 4, '🍍': 5}",,
board-tile-2,🍍,3,5.5,Inaccuracy,Doesn't match anything immediately and doesn't clear any slots.,"['🍒', '🍑', '🍉', '🍐', '🥭']",7,40,4,"{'🍎': 0, '🍐': 4, '🍊': 8, '🍋': 3, '🍌': 3, '🍉': 2, '🍇': 2, '🍓': 2, '🍒': 5, '🍑': 2, '🥭': 4, '🍍': 5}",,
board-tile-37,🍋,4,7.0,Good,"Matches 🍌, clearing a slot and providing a useful tile.","['🍒', '🍑', '🍉', '🍐', '🥭']",7,40,4,"{'🍎': 0, '🍐': 4, '🍊': 8, '🍋': 3, '🍌': 3, '🍉': 2, '🍇': 2, '🍓': 2, '🍒': 5, '🍑': 2, '🥭': 4, '🍍': 5}",,
board-tile-27,🥭,0,8.5,Brilliant,"Matches 🍐, clearing a slot and preventing a potential loss.","['🍒', '🍑', '🍉', '🍐', '🥭']",7,40,4,"{'🍎': 0, '🍐': 4, '🍊': 8, '🍋': 3, '🍌': 3, '🍉': 2, '🍇': 2, '🍓': 2, '🍒': 5, '🍑': 2, '🥭': 4, '🍍': 5}",,
board-tile-72,🍊,2,3.5,Inaccuracy,Doesn't create immediate matches and doesn't open up any new strategic opportunities.,[],7,74,6,"{'🍎': 6, '🍐': 6, '🍊': 2, '🍋': 7, '🍌': 3, '🍉': 4, '🍇': 6, '🍓': 8, '🍒': 5, '🍑': 11, '🥭': 6, '🍍': 10}",,
board-tile-28,🍑,0,5.0,Strategic,"Clears a tile with high frequency, potentially setting up future matches.",[],7,74,6,"{'🍎': 6, '🍐': 6, '🍊': 2, '🍋': 7, '🍌': 3, '🍉': 4, '🍇': 6, '🍓': 8, '🍒': 5, '🍑': 11, '🥭': 6, '🍍': 10}",,
board-tile-55,🍒,1,4.0,Good,"Clears a tile with medium frequency, contributing to the board's cleanliness.",[],7,74,6,"{'🍎': 6, '🍐': 6, '🍊': 2, '🍋': 7, '🍌': 3, '🍉': 4, '🍇': 6, '🍓': 8, '🍒': 5, '🍑': 11, '🥭': 6, '🍍': 10}",,
board-tile-60,🍋,0,4.5,Strategic,"Clears a tile with medium frequency, setting up potential future matches.",[],7,74,6,"{'🍎': 6, '🍐': 6, '🍊': 2, '🍋': 7, '🍌': 3, '🍉': 4, '🍇': 6, '🍓': 8, '🍒': 5, '🍑': 11, '🥭': 6, '🍍': 10}",,
board-tile-8,🍍,4,6.0,Brilliant,"Clears a tile with high frequency, creating a critical match.",[],7,74,6,"{'🍎': 6, '🍐': 6, '🍊': 2, '🍋': 7, '🍌': 3, '🍉': 4, '🍇': 6, '🍓': 8, '🍒': 5, '🍑': 11, '🥭': 6, '🍍': 10}",,
board-tile-16,🍐,4,5.5,Good,"Clears a tile with medium frequency, contributing to the board's cleanliness.",[],7,74,6,"{'🍎': 6, '🍐': 6, '🍊': 2, '🍋': 7, '🍌': 3, '🍉': 4, '🍇': 6, '🍓': 8, '🍒': 5, '🍑': 11, '🥭': 6, '🍍': 10}",,
board-tile-54,🍋,4,5.0,Inaccuracy,Doesn't complete a match and adds a tile with no immediate use.,"['🍎', '🍎', '🍓']",7,77,6,"{'🍎': 4, '🍐': 11, '🍊': 3, '🍋': 8, '🍌': 7, '🍉': 8, '🍇': 8, '🍓': 6, '🍒': 11, '🍑': 3, '🥭': 5, '🍍': 3}",,
board-tile-51,🍒,3,6.0,Strategic,Opens up potential for future matches involving 🍒.,"['🍎', '🍎', '🍓']",7,77,6,"{'🍎': 4, '🍐': 11, '🍊': 3, '🍋': 8, '🍌': 7, '🍉': 8, '🍇': 8, '🍓': 6, '🍒': 11, '🍑': 3, '🥭': 5, '🍍': 3}",,
board-tile-75,🍐,3,7.0,Good,Completes a match and clears space for other tiles.,"['🍎', '🍎', '🍓']",7,77,6,"{'🍎': 4, '🍐': 11, '🍊': 3, '🍋': 8, '🍌': 7, '🍉': 8, '🍇': 8, '🍓': 6, '🍒': 11, '🍑': 3, '🥭': 5, '🍍': 3}",,
board-tile-57,🍋,2,5.0,Inaccuracy,Doesn't complete a match and adds a tile with no immediate use.,"['🍎', '🍎', '🍓']",7,77,6,"{'🍎': 4, '🍐': 11, '🍊': 3, '🍋': 8, '🍌': 7, '🍉': 8, '🍇': 8, '🍓': 6, '🍒': 11, '🍑': 3, '🥭': 5, '🍍': 3}",,
board-tile-5,🍍,4,5.0,Inaccuracy,Doesn't complete a match and adds a tile with no immediate use.,"['🍎', '🍎', '🍓']",7,77,6,"{'🍎': 4, '🍐': 11, '🍊': 3, '🍋': 8, '🍌': 7, '🍉': 8, '🍇': 8, '🍓': 6, '🍒': 11, '🍑': 3, '🥭': 5, '🍍': 3}",,
board-tile-27,🍉,0,8.0,Brilliant,Completes a critical match and clears space for other tiles.,"['🍎', '🍎', '🍓']",7,77,6,"{'🍎': 4, '🍐': 11, '🍊': 3, '🍋': 8, '🍌': 7, '🍉': 8, '🍇': 8, '🍓': 6, '🍒': 11, '🍑': 3, '🥭': 5, '🍍': 3}",,
board-tile-24,🍌,1,4.5,Inaccuracy,Adds a tile that cannot form a match with existing contents.,"['🍋', '🥭', '🍐']",7,61,7,"{'🍎': 7, '🍐': 4, '🍊': 2, '🍋': 6, '🍌': 5, '🍉': 8, '🍇': 4, '🍓': 7, '🍒': 2, '🍑': 8, '🥭': 3, '🍍': 5}",,
board-tile-37,🍓,2,6.0,Strategic,Opens up potential matches involving 🍓.,"['🍋', '🥭', '🍐']",7,61,7,"{'🍎': 7, '🍐': 4, '🍊': 2, '🍋': 6, '🍌': 5, '🍉': 8, '🍇': 4, '🍓': 7, '🍒': 2, '🍑': 8, '🥭': 3, '🍍': 5}",,
board-tile-23,🍎,1,5.5,Good,"Potential to complete a 🍎 match, improving collection efficiency.","['🍋', '🥭', '🍐']",7,61,7,"{'🍎': 7, '🍐': 4, '🍊': 2, '🍋': 6, '🍌': 5, '🍉': 8, '🍇': 4, '🍓': 7, '🍒': 2, '🍑': 8, '🥭': 3, '🍍': 5}",,
board-tile-14,🍉,3,7.0,Brilliant,"Completes a critical 🍉 match, freeing up valuable space.","['🍋', '🥭', '🍐']",7,61,7,"{'🍎': 7, '🍐': 4, '🍊': 2, '🍋': 6, '🍌': 5, '🍉': 8, '🍇': 4, '🍓': 7, '🍒': 2, '🍑': 8, '🥭': 3, '🍍': 5}",,
board-tile-33,🍎,2,5.5,Strategic,"Potential to complete a 🍎 match, improving collection efficiency.","['🍋', '🥭', '🍐']",7,61,7,"{'🍎': 7, '🍐': 4, '🍊': 2, '🍋': 6, '🍌': 5, '🍉': 8, '🍇': 4, '🍓': 7, '🍒': 2, '🍑': 8, '🥭': 3, '🍍': 5}",,
board-tile-48,🍎,0,5.5,Strategic,"Potential to complete a 🍎 match, improving collection efficiency.","['🍋', '🥭', '🍐']",7,61,7,"{'🍎': 7, '🍐': 4, '🍊': 2, '🍋': 6, '🍌': 5, '🍉': 8, '🍇': 4, '🍓': 7, '🍒': 2, '🍑': 8, '🥭': 3, '🍍': 5}",,
board-tile-7,🍑,4,6.5,Good,"Completes a 🍑 match, freeing up valuable space.","['🍋', '🥭', '🍐']",7,61,7,"{'🍎': 7, '🍐': 4, '🍊': 2, '🍋': 6, '🍌': 5, '🍉': 8, '🍇': 4, '🍓': 7, '🍒': 2, '🍑': 8, '🥭': 3, '🍍': 5}",,
board-tile-16,🍑,1,5.0,Inaccuracy,"No immediate match, risks slotting a tile with no other matches.",['🍉'],7,44,4,"{'🍎': 6, '🍐': 1, '🍊': 2, '🍋': 1, '🍌': 4, '🍉': 4, '🍇': 7, '🍓': 5, '🍒': 2, '🍑': 4, '🥭': 5, '🍍': 3}",,
board-tile-17,🍎,0,6.0,Strategic,"Potential for future matches, but no immediate benefit.",['🍉'],7,44,4,"{'🍎': 6, '🍐': 1, '🍊': 2, '🍋': 1, '🍌': 4, '🍉': 4, '🍇': 7, '🍓': 5, '🍒': 2, '🍑': 4, '🥭': 5, '🍍': 3}",,
board-tile-35,🍓,2,7.0,Good,"Matches with two other tiles, clearing three slots.",['🍉'],7,44,4,"{'🍎': 6, '🍐': 1, '🍊': 2, '🍋': 1, '🍌': 4, '🍉': 4, '🍇': 7, '🍓': 5, '🍒': 2, '🍑': 4, '🥭': 5, '🍍': 3}",,
board-tile-32,🍉,0,8.0,Brilliant,"Completes a critical match, freeing up three slots and preventing a loss.",['🍉'],7,44,4,"{'🍎': 6, '🍐': 1, '🍊': 2, '🍋': 1, '🍌': 4, '🍉': 4, '🍇': 7, '🍓': 5, '🍒': 2, '🍑': 4, '🥭': 5, '🍍': 3}",,
