move_id,score,category,rationale,collection_slot_contents,collection_slot_capacity,board_tile_count,accessible_tile_count,board_tiles_by_symbol,id
board-tile-24,6.5,Strategic,"Adds a 🍎 tile, setting up potential future matches.","['🍍', '🍇', '🍑', '🍐', '🍊']",7,40,8,"{'🍎': 3, '🍐': 5, '🍊': 5, '🍋': 3, '🍌': 3, '🍉': 4, '🍇': 5, '🍓': 3, '🍒': 1, '🍑': 5, '🥭': 0, '🍍': 3}",
board-tile-38,6.0,Strategic,"Adds a 🍉 tile, setting up potential future matches.","['🍍', '🍇', '🍑', '🍐', '🍊']",7,40,8,"{'🍎': 3, '🍐': 5, '🍊': 5, '🍋': 3, '🍌': 3, '🍉': 4, '🍇': 5, '🍓': 3, '🍒': 1, '🍑': 5, '🥭': 0, '🍍': 3}",
board-tile-2,2.5,Inaccuracy,Adds a tile unlikely to form a match and risks blocking more useful tiles.,"['🍇', '🍋']",7,44,8,"{'🍎': 2, '🍐': 2, '🍊': 5, '🍋': 1, '🍌': 5, '🍉': 0, '🍇': 4, '🍓': 5, '🍒': 5, '🍑': 4, '🥭': 6, '🍍': 5}",
board-tile-8,3.0,Strategic,Potential for future matches but may block more immediate opportunities.,"['🍇', '🍋']",7,44,8,"{'🍎': 2, '🍐': 2, '🍊': 5, '🍋': 1, '🍌': 5, '🍉': 0, '🍇': 4, '🍓': 5, '🍒': 5, '🍑': 4, '🥭': 6, '🍍': 5}",
board-tile-17,7.5,Brilliant,"Completes a triple with existing tiles, freeing up crucial slots.","['🍇', '🍋']",7,44,8,"{'🍎': 2, '🍐': 2, '🍊': 5, '🍋': 1, '🍌': 5, '🍉': 0, '🍇': 4, '🍓': 5, '🍒': 5, '🍑': 4, '🥭': 6, '🍍': 5}",
board-tile-4,3.5,Good,Potential for future matches but may block more immediate opportunities.,"['🍇', '🍋']",7,44,8,"{'🍎': 2, '🍐': 2, '🍊': 5, '🍋': 1, '🍌': 5, '🍉': 0, '🍇': 4, '🍓': 5, '🍒': 5, '🍑': 4, '🥭': 6, '🍍': 5}",
board-tile-33,4.0,Strategic,Potential for future matches but may block more immediate opportunities.,"['🍇', '🍋']",7,44,8,"{'🍎': 2, '🍐': 2, '🍊': 5, '🍋': 1, '🍌': 5, '🍉': 0, '🍇': 4, '🍓': 5, '🍒': 5, '🍑': 4, '🥭': 6, '🍍': 5}",
board-tile-42,2.5,Inaccuracy,Adds a tile unlikely to form a match and risks blocking more useful tiles.,"['🍇', '🍋']",7,44,8,"{'🍎': 2, '🍐': 2, '🍊': 5, '🍋': 1, '🍌': 5, '🍉': 0, '🍇': 4, '🍓': 5, '🍒': 5, '🍑': 4, '🥭': 6, '🍍': 5}",
board-tile-23,3.0,Strategic,Potential for future matches but may block more immediate opportunities.,"['🍇', '🍋']",7,44,8,"{'🍎': 2, '🍐': 2, '🍊': 5, '🍋': 1, '🍌': 5, '🍉': 0, '🍇': 4, '🍓': 5, '🍒': 5, '🍑': 4, '🥭': 6, '🍍': 5}",
board-tile-14,7.5,Brilliant,"Completes a triple with existing tiles, freeing up crucial slots.","['🍇', '🍋']",7,44,8,"{'🍎': 2, '🍐': 2, '🍊': 5, '🍋': 1, '🍌': 5, '🍉': 0, '🍇': 4, '🍓': 5, '🍒': 5, '🍑': 4, '🥭': 6, '🍍': 5}",
board-tile-60,6.0,Strategic,"Adds 🍎, which could complete a match with existing 🍎.","['🍌', '🥭', '🍇', '🍍']",7,70,7,"{'🍎': 7, '🍐': 4, '🍊': 8, '🍋': 4, '🍌': 4, '🍉': 5, '🍇': 5, '🍓': 9, '🍒': 5, '🍑': 5, '🥭': 5, '🍍': 9}",
board-tile-15,7.0,Good,"Adds 🍊, setting up potential matches with existing 🍊.","['🍌', '🥭', '🍇', '🍍']",7,70,7,"{'🍎': 7, '🍐': 4, '🍊': 8, '🍋': 4, '🍌': 4, '🍉': 5, '🍇': 5, '🍓': 9, '🍒': 5, '🍑': 5, '🥭': 5, '🍍': 9}",
board-tile-28,5.0,Inaccuracy,Only blocks a single tile without immediate strategic benefit.,"['🍌', '🥭', '🍇', '🍍']",7,70,7,"{'🍎': 7, '🍐': 4, '🍊': 8, '🍋': 4, '🍌': 4, '🍉': 5, '🍇': 5, '🍓': 9, '🍒': 5, '🍑': 5, '🥭': 5, '🍍': 9}",
board-tile-37,6.0,Strategic,"Adds 🍎, which could complete a match with existing 🍎.","['🍌', '🥭', '🍇', '🍍']",7,70,7,"{'🍎': 7, '🍐': 4, '🍊': 8, '🍋': 4, '🍌': 4, '🍉': 5, '🍇': 5, '🍓': 9, '🍒': 5, '🍑': 5, '🥭': 5, '🍍': 9}",
board-tile-9,7.0,Good,"Adds 🍊, setting up potential matches with existing 🍊.","['🍌', '🥭', '🍇', '🍍']",7,70,7,"{'🍎': 7, '🍐': 4, '🍊': 8, '🍋': 4, '🍌': 4, '🍉': 5, '🍇': 5, '🍓': 9, '🍒': 5, '🍑': 5, '🥭': 5, '🍍': 9}",
board-tile-32,4.0,Inaccuracy,"Adds 🍐, which has no immediate matches.","['🍌', '🥭', '🍇', '🍍']",7,70,7,"{'🍎': 7, '🍐': 4, '🍊': 8, '🍋': 4, '🍌': 4, '🍉': 5, '🍇': 5, '🍓': 9, '🍒': 5, '🍑': 5, '🥭': 5, '🍍': 9}",
board-tile-18,7.0,Good,"Adds 🍇, completing a match with existing 🍇 and freeing up slots.","['🍌', '🥭', '🍇', '🍍']",7,70,7,"{'🍎': 7, '🍐': 4, '🍊': 8, '🍋': 4, '🍌': 4, '🍉': 5, '🍇': 5, '🍓': 9, '🍒': 5, '🍑': 5, '🥭': 5, '🍍': 9}",
board-tile-24,7.0,Strategic,"Matches with existing 🍌 tiles, preventing them from being used elsewhere.",[],7,39,6,"{'🍎': 4, '🍐': 5, '🍊': 3, '🍋': 0, '🍌': 8, '🍉': 2, '🍇': 3, '🍓': 3, '🍒': 3, '🍑': 3, '🥭': 1, '🍍': 4}",
board-tile-11,8.0,Good,"Completes a match of 🍐, freeing up valuable slots.",[],7,39,6,"{'🍎': 4, '🍐': 5, '🍊': 3, '🍋': 0, '🍌': 8, '🍉': 2, '🍇': 3, '🍓': 3, '🍒': 3, '🍑': 3, '🥭': 1, '🍍': 4}",
board-tile-0,5.0,Inaccuracy,Does not immediately create a match and could block other useful tiles.,[],7,39,6,"{'🍎': 4, '🍐': 5, '🍊': 3, '🍋': 0, '🍌': 8, '🍉': 2, '🍇': 3, '🍓': 3, '🍒': 3, '🍑': 3, '🥭': 1, '🍍': 4}",
board-tile-23,7.0,Strategic,"Matches with existing 🍍 tiles, preventing them from being used elsewhere.",[],7,39,6,"{'🍎': 4, '🍐': 5, '🍊': 3, '🍋': 0, '🍌': 8, '🍉': 2, '🍇': 3, '🍓': 3, '🍒': 3, '🍑': 3, '🥭': 1, '🍍': 4}",
board-tile-14,8.0,Good,"Completes a match of 🍐, freeing up valuable slots.",[],7,39,6,"{'🍎': 4, '🍐': 5, '🍊': 3, '🍋': 0, '🍌': 8, '🍉': 2, '🍇': 3, '🍓': 3, '🍒': 3, '🍑': 3, '🥭': 1, '🍍': 4}",
board-tile-26,6.0,Mistake,Does not immediately create a match and could block other useful tiles.,[],7,39,6,"{'🍎': 4, '🍐': 5, '🍊': 3, '🍋': 0, '🍌': 8, '🍉': 2, '🍇': 3, '🍓': 3, '🍒': 3, '🍑': 3, '🥭': 1, '🍍': 4}",
board-tile-34,8.0,Strategic,"Matches existing 🍍, freeing up a slot.","['🍇', '🍒', '🍓', '🍍', '🍓']",7,56,8,"{'🍎': 6, '🍐': 3, '🍊': 2, '🍋': 4, '🍌': 3, '🍉': 7, '🍇': 2, '🍓': 4, '🍒': 2, '🍑': 9, '🥭': 9, '🍍': 5}",
board-tile-25,7.0,Good,"Potential for future matches, but not immediately useful.","['🍇', '🍒', '🍓', '🍍', '🍓']",7,56,8,"{'🍎': 6, '🍐': 3, '🍊': 2, '🍋': 4, '🍌': 3, '🍉': 7, '🍇': 2, '🍓': 4, '🍒': 2, '🍑': 9, '🥭': 9, '🍍': 5}",
board-tile-35,9.0,Brilliant,"Completes a critical match, freeing up 3 slots and preventing a loss.","['🍇', '🍒', '🍓', '🍍', '🍓']",7,56,8,"{'🍎': 6, '🍐': 3, '🍊': 2, '🍋': 4, '🍌': 3, '🍉': 7, '🍇': 2, '🍓': 4, '🍒': 2, '🍑': 9, '🥭': 9, '🍍': 5}",
board-tile-49,6.0,Strategic,"Potential for future matches, but not immediately useful.","['🍇', '🍒', '🍓', '🍍', '🍓']",7,56,8,"{'🍎': 6, '🍐': 3, '🍊': 2, '🍋': 4, '🍌': 3, '🍉': 7, '🍇': 2, '🍓': 4, '🍒': 2, '🍑': 9, '🥭': 9, '🍍': 5}",
board-tile-43,6.0,Strategic,"Potential for future matches, but not immediately useful.","['🍇', '🍒', '🍓', '🍍', '🍓']",7,56,8,"{'🍎': 6, '🍐': 3, '🍊': 2, '🍋': 4, '🍌': 3, '🍉': 7, '🍇': 2, '🍓': 4, '🍒': 2, '🍑': 9, '🥭': 9, '🍍': 5}",
board-tile-39,7.0,Good,"Potential for future matches, but not immediately useful.","['🍇', '🍒', '🍓', '🍍', '🍓']",7,56,8,"{'🍎': 6, '🍐': 3, '🍊': 2, '🍋': 4, '🍌': 3, '🍉': 7, '🍇': 2, '🍓': 4, '🍒': 2, '🍑': 9, '🥭': 9, '🍍': 5}",
board-tile-17,5.0,Inaccuracy,Doesn't complete any match and adds a tile not immediately useful.,"['🍇', '🍒', '🍓', '🍍', '🍓']",7,56,8,"{'🍎': 6, '🍐': 3, '🍊': 2, '🍋': 4, '🍌': 3, '🍉': 7, '🍇': 2, '🍓': 4, '🍒': 2, '🍑': 9, '🥭': 9, '🍍': 5}",
board-tile-39,5.0,Inaccuracy,Doesn't contribute to immediate matches and doesn't open up strategic opportunities.,['🥭'],7,72,7,"{'🍎': 3, '🍐': 3, '🍊': 3, '🍋': 8, '🍌': 10, '🍉': 5, '🍇': 6, '🍓': 4, '🍒': 10, '🍑': 6, '🥭': 5, '🍍': 9}",
board-tile-44,7.0,Strategic,Opens up potential matches with other 🍒 tiles.,['🥭'],7,72,7,"{'🍎': 3, '🍐': 3, '🍊': 3, '🍋': 8, '🍌': 10, '🍉': 5, '🍇': 6, '🍓': 4, '🍒': 10, '🍑': 6, '🥭': 5, '🍍': 9}",
board-tile-3,6.0,Good,Helps in clearing a row or column and potentially creates future matches.,['🥭'],7,72,7,"{'🍎': 3, '🍐': 3, '🍊': 3, '🍋': 8, '🍌': 10, '🍉': 5, '🍇': 6, '🍓': 4, '🍒': 10, '🍑': 6, '🥭': 5, '🍍': 9}",
board-tile-42,8.0,Brilliant,Completes a match immediately and clears a significant number of tiles.,['🥭'],7,72,7,"{'🍎': 3, '🍐': 3, '🍊': 3, '🍋': 8, '🍌': 10, '🍉': 5, '🍇': 6, '🍓': 4, '🍒': 10, '🍑': 6, '🥭': 5, '🍍': 9}",
board-tile-60,7.0,Strategic,Opens up potential matches with other 🍒 tiles.,['🥭'],7,72,7,"{'🍎': 3, '🍐': 3, '🍊': 3, '🍋': 8, '🍌': 10, '🍉': 5, '🍇': 6, '🍓': 4, '🍒': 10, '🍑': 6, '🥭': 5, '🍍': 9}",
board-tile-53,7.0,Strategic,Opens up potential matches with other 🍒 tiles.,['🥭'],7,72,7,"{'🍎': 3, '🍐': 3, '🍊': 3, '🍋': 8, '🍌': 10, '🍉': 5, '🍇': 6, '🍓': 4, '🍒': 10, '🍑': 6, '🥭': 5, '🍍': 9}",
board-tile-49,8.0,Brilliant,Completes a match immediately and clears a significant number of tiles.,['🥭'],7,72,7,"{'🍎': 3, '🍐': 3, '🍊': 3, '🍋': 8, '🍌': 10, '🍉': 5, '🍇': 6, '🍓': 4, '🍒': 10, '🍑': 6, '🥭': 5, '🍍': 9}",
board-tile-40,8.5,Strategic,"Adds a 🍓 tile, setting up potential future matches.",['🍊'],7,60,5,"{'🍎': 3, '🍐': 3, '🍊': 3, '🍋': 5, '🍌': 6, '🍉': 7, '🍇': 4, '🍓': 10, '🍒': 5, '🍑': 7, '🥭': 4, '🍍': 3}",
board-tile-37,9.0,Brilliant,"Completes a 🍓 match immediately, freeing up valuable slots.",['🍊'],7,60,5,"{'🍎': 3, '🍐': 3, '🍊': 3, '🍋': 5, '🍌': 6, '🍉': 7, '🍇': 4, '🍓': 10, '🍒': 5, '🍑': 7, '🥭': 4, '🍍': 3}",
board-tile-31,6.0,Inaccuracy,"No immediate match, but could block future opportunities.",['🍊'],7,60,5,"{'🍎': 3, '🍐': 3, '🍊': 3, '🍋': 5, '🍌': 6, '🍉': 7, '🍇': 4, '🍓': 10, '🍒': 5, '🍑': 7, '🥭': 4, '🍍': 3}",
board-tile-6,7.0,Good,"Provides a 🍑 tile, which may contribute to future matches.",['🍊'],7,60,5,"{'🍎': 3, '🍐': 3, '🍊': 3, '🍋': 5, '🍌': 6, '🍉': 7, '🍇': 4, '🍓': 10, '🍒': 5, '🍑': 7, '🥭': 4, '🍍': 3}",
board-tile-17,7.5,Strategic,"Completes a 🍐 match, freeing up space and unblocking other tiles.",['🍊'],7,60,5,"{'🍎': 3, '🍐': 3, '🍊': 3, '🍋': 5, '🍌': 6, '🍉': 7, '🍇': 4, '🍓': 10, '🍒': 5, '🍑': 7, '🥭': 4, '🍍': 3}",
board-tile-27,3.5,Inaccuracy,"Adds a tile with no immediate matches, risking slot waste.","['🍉', '🍐', '🍎', '🍇', '🍑']",7,71,4,"{'🍎': 5, '🍐': 5, '🍊': 1, '🍋': 7, '🍌': 6, '🍉': 9, '🍇': 4, '🍓': 3, '🍒': 9, '🍑': 9, '🥭': 5, '🍍': 8}",
board-tile-5,7.0,Good,"Completes a triple with 🍉, freeing up slots.","['🍉', '🍐', '🍎', '🍇', '🍑']",7,71,4,"{'🍎': 5, '🍐': 5, '🍊': 1, '🍋': 7, '🍌': 6, '🍉': 9, '🍇': 4, '🍓': 3, '🍒': 9, '🍑': 9, '🥭': 5, '🍍': 8}",
board-tile-3,4.5,Strategic,"Potential for future matches, but blocks a layer.","['🍉', '🍐', '🍎', '🍇', '🍑']",7,71,4,"{'🍎': 5, '🍐': 5, '🍊': 1, '🍋': 7, '🍌': 6, '🍉': 9, '🍇': 4, '🍓': 3, '🍒': 9, '🍑': 9, '🥭': 5, '🍍': 8}",
board-tile-41,2.0,Mistake,Tile has no matches and risks blocking useful layers.,"['🍉', '🍐', '🍎', '🍇', '🍑']",7,71,4,"{'🍎': 5, '🍐': 5, '🍊': 1, '🍋': 7, '🍌': 6, '🍉': 9, '🍇': 4, '🍓': 3, '🍒': 9, '🍑': 9, '🥭': 5, '🍍': 8}",
board-tile-41,5.5,Inaccuracy,Adds a tile that doesn't set up any immediate matches.,[],7,49,8,"{'🍎': 7, '🍐': 4, '🍊': 3, '🍋': 6, '🍌': 3, '🍉': 4, '🍇': 6, '🍓': 4, '🍒': 3, '🍑': 4, '🥭': 3, '🍍': 2}",
board-tile-28,6.0,Strategic,Sets up potential matches with surrounding 🍉 tiles.,[],7,49,8,"{'🍎': 7, '🍐': 4, '🍊': 3, '🍋': 6, '🍌': 3, '🍉': 4, '🍇': 6, '🍓': 4, '🍒': 3, '🍑': 4, '🥭': 3, '🍍': 2}",
board-tile-12,5.0,Mistake,No immediate matches and could block better options.,[],7,49,8,"{'🍎': 7, '🍐': 4, '🍊': 3, '🍋': 6, '🍌': 3, '🍉': 4, '🍇': 6, '🍓': 4, '🍒': 3, '🍑': 4, '🥭': 3, '🍍': 2}",
board-tile-44,6.5,Strategic,Potential to match with other 🍇 tiles nearby.,[],7,49,8,"{'🍎': 7, '🍐': 4, '🍊': 3, '🍋': 6, '🍌': 3, '🍉': 4, '🍇': 6, '🍓': 4, '🍒': 3, '🍑': 4, '🥭': 3, '🍍': 2}",
board-tile-45,7.0,Good,"Matches with existing 🍎 tiles, clearing space.",[],7,49,8,"{'🍎': 7, '🍐': 4, '🍊': 3, '🍋': 6, '🍌': 3, '🍉': 4, '🍇': 6, '🍓': 4, '🍒': 3, '🍑': 4, '🥭': 3, '🍍': 2}",
board-tile-40,6.0,Strategic,Potential match with other 🍐 tiles.,[],7,49,8,"{'🍎': 7, '🍐': 4, '🍊': 3, '🍋': 6, '🍌': 3, '🍉': 4, '🍇': 6, '🍓': 4, '🍒': 3, '🍑': 4, '🥭': 3, '🍍': 2}",
board-tile-42,7.5,Brilliant,Clears a tile and sets up multiple potential matches.,[],7,49,8,"{'🍎': 7, '🍐': 4, '🍊': 3, '🍋': 6, '🍌': 3, '🍉': 4, '🍇': 6, '🍓': 4, '🍒': 3, '🍑': 4, '🥭': 3, '🍍': 2}",
board-tile-9,6.5,Good,"Matches with existing 🍎 tiles, clearing space and setting up future matches.",[],7,49,8,"{'🍎': 7, '🍐': 4, '🍊': 3, '🍋': 6, '🍌': 3, '🍉': 4, '🍇': 6, '🍓': 4, '🍒': 3, '🍑': 4, '🥭': 3, '🍍': 2}",
board-tile-15,5.0,Inaccuracy,Doesn't complete any match and adds a tile that won't create a match immediately.,"['🍍', '🍌', '🥭']",7,62,5,"{'🍎': 6, '🍐': 4, '🍊': 4, '🍋': 3, '🍌': 2, '🍉': 7, '🍇': 7, '🍓': 9, '🍒': 4, '🍑': 5, '🥭': 5, '🍍': 6}",
board-tile-49,7.0,Strategic,"Completes a match of 3 🍉 tiles, freeing up valuable slots.","['🍍', '🍌', '🥭']",7,62,5,"{'🍎': 6, '🍐': 4, '🍊': 4, '🍋': 3, '🍌': 2, '🍉': 7, '🍇': 7, '🍓': 9, '🍒': 4, '🍑': 5, '🥭': 5, '🍍': 6}",
board-tile-6,3.0,Mistake,"Adds another 🍍 tile without creating a match, potentially blocking future matches.","['🍍', '🍌', '🥭']",7,62,5,"{'🍎': 6, '🍐': 4, '🍊': 4, '🍋': 3, '🍌': 2, '🍉': 7, '🍇': 7, '🍓': 9, '🍒': 4, '🍑': 5, '🥭': 5, '🍍': 6}",
board-tile-18,6.0,Good,"Completes a match of 3 🍓 tiles, significantly clearing the board.","['🍍', '🍌', '🥭']",7,62,5,"{'🍎': 6, '🍐': 4, '🍊': 4, '🍋': 3, '🍌': 2, '🍉': 7, '🍇': 7, '🍓': 9, '🍒': 4, '🍑': 5, '🥭': 5, '🍍': 6}",
board-tile-28,5.0,Inaccuracy,Doesn't complete any match and adds a tile that won't create a match immediately.,"['🍍', '🍌', '🥭']",7,62,5,"{'🍎': 6, '🍐': 4, '🍊': 4, '🍋': 3, '🍌': 2, '🍉': 7, '🍇': 7, '🍓': 9, '🍒': 4, '🍑': 5, '🥭': 5, '🍍': 6}",
board-tile-27,4.5,Inaccuracy,"Adds a tile with no immediate matches, wasting a slot.","['🍓', '🍎', '🍊']",7,54,5,"{'🍎': 3, '🍐': 4, '🍊': 5, '🍋': 3, '🍌': 3, '🍉': 3, '🍇': 7, '🍓': 3, '🍒': 8, '🍑': 4, '🥭': 5, '🍍': 6}",
board-tile-11,5.0,Strategic,Clears a tile that could potentially block future matches.,"['🍓', '🍎', '🍊']",7,54,5,"{'🍎': 3, '🍐': 4, '🍊': 5, '🍋': 3, '🍌': 3, '🍉': 3, '🍇': 7, '🍓': 3, '🍒': 8, '🍑': 4, '🥭': 5, '🍍': 6}",
board-tile-39,7.5,Brilliant,"Completes a critical triple, freeing up 3 slots and preventing a loss.","['🍓', '🍎', '🍊']",7,54,5,"{'🍎': 3, '🍐': 4, '🍊': 5, '🍋': 3, '🍌': 3, '🍉': 3, '🍇': 7, '🍓': 3, '🍒': 8, '🍑': 4, '🥭': 5, '🍍': 6}",
board-tile-0,6.0,Good,"Sets up a future match, but adds a tile that is not immediately useful.","['🍓', '🍎', '🍊']",7,54,5,"{'🍎': 3, '🍐': 4, '🍊': 5, '🍋': 3, '🍌': 3, '🍉': 3, '🍇': 7, '🍓': 3, '🍒': 8, '🍑': 4, '🥭': 5, '🍍': 6}",
board-tile-48,5.5,Strategic,"Unlocks potential future matches, though less critical than completing a triple.","['🍓', '🍎', '🍊']",7,54,5,"{'🍎': 3, '🍐': 4, '🍊': 5, '🍋': 3, '🍌': 3, '🍉': 3, '🍇': 7, '🍓': 3, '🍒': 8, '🍑': 4, '🥭': 5, '🍍': 6}",
board-tile-27,6.5,Strategic,"Adds a 🥭 tile, setting up potential matches.",[],7,36,8,"{'🍎': 2, '🍐': 4, '🍊': 0, '🍋': 2, '🍌': 4, '🍉': 4, '🍇': 1, '🍓': 3, '🍒': 3, '🍑': 3, '🥭': 5, '🍍': 5}",
board-tile-13,7.0,Good,"Completes a 🍌 match, freeing up space.",[],7,36,8,"{'🍎': 2, '🍐': 4, '🍊': 0, '🍋': 2, '🍌': 4, '🍉': 4, '🍇': 1, '🍓': 3, '🍒': 3, '🍑': 3, '🥭': 5, '🍍': 5}",
board-tile-10,6.5,Strategic,"Adds a 🥭 tile, setting up potential matches.",[],7,36,8,"{'🍎': 2, '🍐': 4, '🍊': 0, '🍋': 2, '🍌': 4, '🍉': 4, '🍇': 1, '🍓': 3, '🍒': 3, '🍑': 3, '🥭': 5, '🍍': 5}",
board-tile-16,7.0,Good,"Completes a 🍌 match, freeing up space.",[],7,36,8,"{'🍎': 2, '🍐': 4, '🍊': 0, '🍋': 2, '🍌': 4, '🍉': 4, '🍇': 1, '🍓': 3, '🍒': 3, '🍑': 3, '🥭': 5, '🍍': 5}",
board-tile-21,7.0,Good,"Completes a 🍌 match, freeing up space.",[],7,36,8,"{'🍎': 2, '🍐': 4, '🍊': 0, '🍋': 2, '🍌': 4, '🍉': 4, '🍇': 1, '🍓': 3, '🍒': 3, '🍑': 3, '🥭': 5, '🍍': 5}",
board-tile-20,5.5,Inaccuracy,Doesn't complete a match and could block future opportunities.,[],7,36,8,"{'🍎': 2, '🍐': 4, '🍊': 0, '🍋': 2, '🍌': 4, '🍉': 4, '🍇': 1, '🍓': 3, '🍒': 3, '🍑': 3, '🥭': 5, '🍍': 5}",
board-tile-22,5.5,Inaccuracy,Doesn't complete a match and could block future opportunities.,[],7,36,8,"{'🍎': 2, '🍐': 4, '🍊': 0, '🍋': 2, '🍌': 4, '🍉': 4, '🍇': 1, '🍓': 3, '🍒': 3, '🍑': 3, '🥭': 5, '🍍': 5}",
board-tile-14,6.5,Strategic,"Adds a 🥭 tile, setting up potential matches.",[],7,36,8,"{'🍎': 2, '🍐': 4, '🍊': 0, '🍋': 2, '🍌': 4, '🍉': 4, '🍇': 1, '🍓': 3, '🍒': 3, '🍑': 3, '🥭': 5, '🍍': 5}",
board-tile-15,4.5,Inaccuracy,Adding another 🍍 tile doesn't create a match and is less strategic.,"['🥭', '🍒', '🍍']",7,37,7,"{'🍎': 3, '🍐': 6, '🍊': 0, '🍋': 4, '🍌': 5, '🍉': 6, '🍇': 2, '🍓': 1, '🍒': 3, '🍑': 2, '🥭': 1, '🍍': 4}",
board-tile-33,6.0,Strategic,"Completes a 🍉 match, clearing 3 slots and improving board layout.","['🥭', '🍒', '🍍']",7,37,7,"{'🍎': 3, '🍐': 6, '🍊': 0, '🍋': 4, '🍌': 5, '🍉': 6, '🍇': 2, '🍓': 1, '🍒': 3, '🍑': 2, '🥭': 1, '🍍': 4}",
board-tile-32,6.0,Strategic,"Completes a 🍉 match, clearing 3 slots and improving board layout.","['🥭', '🍒', '🍍']",7,37,7,"{'🍎': 3, '🍐': 6, '🍊': 0, '🍋': 4, '🍌': 5, '🍉': 6, '🍇': 2, '🍓': 1, '🍒': 3, '🍑': 2, '🥭': 1, '🍍': 4}",
board-tile-4,7.5,Good,"Completes a 🍋 match, clearing 3 slots and improving board layout.","['🥭', '🍒', '🍍']",7,37,7,"{'🍎': 3, '🍐': 6, '🍊': 0, '🍋': 4, '🍌': 5, '🍉': 6, '🍇': 2, '🍓': 1, '🍒': 3, '🍑': 2, '🥭': 1, '🍍': 4}",
board-tile-6,3.5,Inaccuracy,Adding another 🍇 tile doesn't create a match and is less strategic.,"['🥭', '🍒', '🍍']",7,37,7,"{'🍎': 3, '🍐': 6, '🍊': 0, '🍋': 4, '🍌': 5, '🍉': 6, '🍇': 2, '🍓': 1, '🍒': 3, '🍑': 2, '🥭': 1, '🍍': 4}",
board-tile-22,6.0,Strategic,"Completes a 🍉 match, clearing 3 slots and improving board layout.","['🥭', '🍒', '🍍']",7,37,7,"{'🍎': 3, '🍐': 6, '🍊': 0, '🍋': 4, '🍌': 5, '🍉': 6, '🍇': 2, '🍓': 1, '🍒': 3, '🍑': 2, '🥭': 1, '🍍': 4}",
board-tile-8,5.0,Good,"Completes a 🍎 match, clearing 3 slots and improving board layout.","['🥭', '🍒', '🍍']",7,37,7,"{'🍎': 3, '🍐': 6, '🍊': 0, '🍋': 4, '🍌': 5, '🍉': 6, '🍇': 2, '🍓': 1, '🍒': 3, '🍑': 2, '🥭': 1, '🍍': 4}",
board-tile-15,7.0,Strategic,"Matches with existing tiles, clearing space and setting up future combinations.","['🍓', '🍐']",7,46,3,"{'🍎': 8, '🍐': 6, '🍊': 1, '🍋': 4, '🍌': 5, '🍉': 3, '🍇': 1, '🍓': 4, '🍒': 4, '🍑': 1, '🥭': 2, '🍍': 7}",
board-tile-8,5.0,Inaccuracy,Doesn't match with current collection and may block more useful tiles.,"['🍓', '🍐']",7,46,3,"{'🍎': 8, '🍐': 6, '🍊': 1, '🍋': 4, '🍌': 5, '🍉': 3, '🍇': 1, '🍓': 4, '🍒': 4, '🍑': 1, '🥭': 2, '🍍': 7}",
board-tile-30,3.0,Mistake,"Rare symbol, unlikely to form a match and could waste a valuable slot.","['🍓', '🍐']",7,46,3,"{'🍎': 8, '🍐': 6, '🍊': 1, '🍋': 4, '🍌': 5, '🍉': 3, '🍇': 1, '🍓': 4, '🍒': 4, '🍑': 1, '🥭': 2, '🍍': 7}",
board-tile-29,3.5,Inaccuracy,Adds a tile with no immediate matches and blocks a potentially useful tile.,['🍒'],7,59,4,"{'🍎': 8, '🍐': 2, '🍊': 3, '🍋': 6, '🍌': 6, '🍉': 4, '🍇': 6, '🍓': 2, '🍒': 5, '🍑': 9, '🥭': 3, '🍍': 5}",
board-tile-20,5.0,Strategic,"Completes a match, freeing up slots and improving future opportunities.",['🍒'],7,59,4,"{'🍎': 8, '🍐': 2, '🍊': 3, '🍋': 6, '🍌': 6, '🍉': 4, '🍇': 6, '🍓': 2, '🍒': 5, '🍑': 9, '🥭': 3, '🍍': 5}",
board-tile-28,4.5,Strategic,Sets up potential matches and clears a path for future strategic plays.,['🍒'],7,59,4,"{'🍎': 8, '🍐': 2, '🍊': 3, '🍋': 6, '🍌': 6, '🍉': 4, '🍇': 6, '🍓': 2, '🍒': 5, '🍑': 9, '🥭': 3, '🍍': 5}",
board-tile-8,6.0,Good,"Clears a critical tile, creating space and potential for larger matches.",['🍒'],7,59,4,"{'🍎': 8, '🍐': 2, '🍊': 3, '🍋': 6, '🍌': 6, '🍉': 4, '🍇': 6, '🍓': 2, '🍒': 5, '🍑': 9, '🥭': 3, '🍍': 5}",
board-tile-4,4.5,Inaccuracy,"Low count of 🍍 tiles, unlikely to form a match soon.",['🍉'],7,65,6,"{'🍎': 9, '🍐': 10, '🍊': 4, '🍋': 5, '🍌': 3, '🍉': 4, '🍇': 2, '🍓': 9, '🍒': 9, '🍑': 6, '🥭': 1, '🍍': 3}",
board-tile-36,4.5,Inaccuracy,"Low count of 🍍 tiles, unlikely to form a match soon.",['🍉'],7,65,6,"{'🍎': 9, '🍐': 10, '🍊': 4, '🍋': 5, '🍌': 3, '🍉': 4, '🍇': 2, '🍓': 9, '🍒': 9, '🍑': 6, '🥭': 1, '🍍': 3}",
